Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I am taking off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I gotta get going	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I gotta get going now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I gotta go	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I am signing out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm scooting	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm out of here	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm out the door	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm outta here	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to go now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm running off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm logging out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm scooting now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm signing off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm signing off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm signing out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm signing out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm skedaddling	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm running off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm jetting now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna sign off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna sign out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna sign out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna skedaddle	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna skedaddle now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna take off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm motoring now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm jetting	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm motoring	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm leaving	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm leaving now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm logging off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm logging off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm logging out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm taking off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna take off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Signing off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm skedaddling now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you later	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you later bot	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you later dude	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
see you later homie	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you later, alligator	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you around	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you!	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Taking off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Talk later	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Talk to ya later	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Talk to you later	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Till we meet again	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Time to end this conversation	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you on the flip side	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Later bud	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna scoot	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I've got to go	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I've gotta jet	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I've gotta take off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
L8r sk8r	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Later	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See you around bud	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Later bot	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm taking off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Later dude	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Peace out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Sayonara	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See ya around	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See ya later	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
See ya on the flip side	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Later alligator	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to go	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to log off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to skedaddle now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to take off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to take off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to sign out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to get going now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to sign out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to go now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to jet	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to jet now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to leave	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to leave now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna sign off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to get going	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to motor now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Toodle-oo	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to leave	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to leave now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to log off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to log off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to log out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to skedaddle	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to motor	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to log out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to run	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to run now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to scoot	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to scoot now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to sign off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to sign off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to log out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna log out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to log off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna go now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna jet	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna jet now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna leave	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna leave now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna get going now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna log off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna get going	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna log out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna motor	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna motor now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna run	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna run now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm about to jet	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna log off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to sign off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to log out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to motor	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to motor now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to run	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to run now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to scoot	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna go	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to sign off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm gonna scoot now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to sign out	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to sign out now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to skedaddle	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to skedaddle now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to take off	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to take off now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
I'm going to scoot now	Bye.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	98
Hey my dude	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hello	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
hello bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hello my friend	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hello there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey caring bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey friendly bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Ahoy	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey it's you!	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hail!	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey pal	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey professional bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey there bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey there buddy	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey there pal	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey homie	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings and salutations	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Ahoy there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Aloha	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Aloha bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Bonjour	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
G'day	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Good day	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hailing the bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hailing Bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings caring bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings friend	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings friendly bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings professional bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Greetings witty bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Heya	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Good tidings	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Well hello	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey witty bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Oh, hello	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Open a channel	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Open a hailing channel	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Open a hailing frequency	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Salutations	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Oh hey, it's you	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Shalom	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Oh hey there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Well hey there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Well hi	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Well hi there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Well howdy	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Yo	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Yo dude	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Yo man	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Salutations!	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi witty bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Yo my dude	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey-hey	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi caring bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi friendly bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Oh howdy there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi there!	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hey you	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hiya	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi-ya	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Howdy	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Howdy partner	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Oh hello	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Oh hello there	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Oh hey amigo	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Hi professional bot	Hi!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	99
Good evening bot	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Bon soir	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Buenas tardes	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Enjoy the evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Enjoy your evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
evenin	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
evenin'	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Evenin' to ya	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Evening chat bot	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Evening dude	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Evening robot	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Evening to you	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
g'devenin'	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
A good evening to you	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Have a good evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
I hope you have a good evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Hope you have a great evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Hope you have a good evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Here's to a great evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Here's hoping for a good evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
G'devening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Have a great evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Good evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Good evening to you	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Good evening robot	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Good evening my friend	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Good evening dude	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Good evening chat bot	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
I hope you have a great evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Have a pleasant evening	Evening!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	100
Good morning sunshine	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
A blessed morning to you	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
It's time to rise and shine	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
It's time to get up	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
It's a brand new day	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Guten Morgen	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Mornin'	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Good morning to you, bot	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Morning	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Good morning starshine	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
good morning my friend	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Good morning amigo	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Good morning	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Get up!	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Buenos dias	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Good morrow	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Rise and shine	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Wake up	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Up and attem	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Top of the morning to you	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Top of the morning	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Time to wake up	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
It's time to wake up	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Time to get up	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Wishing you a good morning	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Oh, morning	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Oh hey good morning	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Morning sunshine	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Morning pal	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Morning dude	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Morning bot	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Time to rise and shine	Morning!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	101
Have yourself a good night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm headed off to sleep	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm headed off to bed	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm going to sleep	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm going to bed	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I am heading to sleep	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I am heading to bed	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I am headed to bed	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Buenas noches	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Have yourself a lovely night	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
I'm heading to sleep	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
Have a good night bot	Nighty night!	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	102
